text,intent
remove my paracetamol,delete_medication
delete this pill from my list,delete_medication
stop tracking this medication,delete_medication
cancel my aspirin prescription,delete_medication
remove this drug,delete_medication
delete my vitamin D,delete_medication
stop this pill permanently,delete_medication
remove that medication entry,delete_medication
delete my prescription,delete_medication
cancel this medication,delete_medication
remove pill schedule,delete_medication
delete my daily medication,delete_medication
stop taking aspirin,delete_medication
remove med tracking,delete_medication
delete this medication record,delete_medication
cancel my pill schedule,delete_medication
stop reminders for aspirin,delete_medication
remove this from my meds,delete_medication
delete medication tracking,delete_medication
stop this prescription from tracking,delete_medication
cancel this drug,delete_medication
delete the med from my list,delete_medication
remove medication completely,delete_medication
stop logging this pill,delete_medication
delete this dose schedule,delete_medication
when's my next pill?,check_next_dose
what time is my next medication?,check_next_dose
when do I take it next?,check_next_dose
when is my next tablet due?,check_next_dose
what's my next dose time?,check_next_dose
next time I take my meds?,check_next_dose
when's the upcoming dose?,check_next_dose
when do I take my next one?,check_next_dose
what time is the next pill?,check_next_dose
when's my next scheduled med?,check_next_dose
when is my next pill due?,check_next_dose
what time is my next dose?,check_next_dose
when do I take my next tablet?,check_next_dose
when is my next medication time?,check_next_dose
what's the next pill time?,check_next_dose
when am I due next?,check_next_dose
next dose time?,check_next_dose
when do I take it again?,check_next_dose
when's my next medication?,check_next_dose
what time is my upcoming pill?,check_next_dose
when is the next scheduled dose?,check_next_dose
how long until next dose?,check_next_dose
what's the next med schedule?,check_next_dose
when do I need to take meds again?,check_next_dose
what's my next pill reminder?,check_next_dose
when is my next capsule?,check_next_dose
what time do I take the next one?,check_next_dose
next medication due?,check_next_dose
when's my following dose?,check_next_dose
what's the next time I take meds?,check_next_dose
when is the next tablet?,check_next_dose
when's my next scheduled pill?,check_next_dose
what time is next medication?,check_next_dose
when do I take another pill?,check_next_dose
what's the next dosage time?,check_next_dose
when is my upcoming medication?,check_next_dose
next pill time please,check_next_dose
when do I take meds next?,check_next_dose
what's the next prescription time?,check_next_dose
when is my next dose scheduled?,check_next_dose
set reminders for 8am,set_reminder_preference
remind me 15 minutes early,set_reminder_preference
change reminder time,set_reminder_preference
set reminder 30 mins before,set_reminder_preference
remind me earlier,set_reminder_preference
change my reminder settings,set_reminder_preference
set alert 10 minutes before dose,set_reminder_preference
adjust reminder timing,set_reminder_preference
remind me an hour before,set_reminder_preference
update reminder preference,set_reminder_preference
set my reminder for 8am,set_reminder_preference
remind me earlier than usual,set_reminder_preference
change my reminder to 7am,set_reminder_preference
set notification 20 minutes before,set_reminder_preference
adjust my alert timing,set_reminder_preference
move reminder to evening,set_reminder_preference
update my reminder time,set_reminder_preference
set alerts 30 minutes early,set_reminder_preference
change when I get notified,set_reminder_preference
remind me 10 mins before dose,set_reminder_preference
set my alerts earlier,set_reminder_preference
change my med reminder time,set_reminder_preference
update alert preferences,set_reminder_preference
move my reminder to 9pm,set_reminder_preference
set reminder 1 hour before,set_reminder_preference
adjust how early I'm reminded,set_reminder_preference
change notification lead time,set_reminder_preference
set my reminders differently,set_reminder_preference
update reminder schedule,set_reminder_preference
modify my alert time,set_reminder_preference
set notification for mornings,set_reminder_preference
change reminder settings,set_reminder_preference
set my pill alert earlier,set_reminder_preference
adjust notification timing,set_reminder_preference
change when I get reminder,set_reminder_preference
