text,intent
remove my paracetamol,delete_medication
delete this pill from my list,delete_medication
stop tracking this medication,delete_medication
cancel my aspirin prescription,delete_medication
remove this drug,delete_medication
delete my vitamin D,delete_medication
stop this pill permanently,delete_medication
remove that medication entry,delete_medication
delete my prescription,delete_medication
cancel this medication,delete_medication
remove pill schedule,delete_medication
delete my daily medication,delete_medication
stop taking aspirin,delete_medication
remove med tracking,delete_medication
delete this medication record,delete_medication
cancel my pill schedule,delete_medication
stop reminders for aspirin,delete_medication
remove this from my meds,delete_medication
delete medication tracking,delete_medication
stop this prescription from tracking,delete_medication
cancel this drug,delete_medication
delete the med from my list,delete_medication
remove medication completely,delete_medication
stop logging this pill,delete_medication
delete this dose schedule,delete_medication
when's my next pill?,check_next_dose
what time is my next medication?,check_next_dose
when do I take it next?,check_next_dose
when is my next tablet due?,check_next_dose
what's my next dose time?,check_next_dose
next time I take my meds?,check_next_dose
when's the upcoming dose?,check_next_dose
when do I take my next one?,check_next_dose
what time is the next pill?,check_next_dose
when's my next scheduled med?,check_next_dose
when is my next pill due?,check_next_dose
what time is my next dose?,check_next_dose
when do I take my next tablet?,check_next_dose
when is my next medication time?,check_next_dose
what's the next pill time?,check_next_dose
when am I due next?,check_next_dose
next dose time?,check_next_dose
when do I take it again?,check_next_dose
when's my next medication?,check_next_dose
what time is my upcoming pill?,check_next_dose
when is the next scheduled dose?,check_next_dose
how long until next dose?,check_next_dose
what's the next med schedule?,check_next_dose
when do I need to take meds again?,check_next_dose
what's my next pill reminder?,check_next_dose
when is my next capsule?,check_next_dose
what time do I take the next one?,check_next_dose
next medication due?,check_next_dose
when's my following dose?,check_next_dose
what's the next time I take meds?,check_next_dose
when is the next tablet?,check_next_dose
when's my next scheduled pill?,check_next_dose
what time is next medication?,check_next_dose
when do I take another pill?,check_next_dose
what's the next dosage time?,check_next_dose
when is my upcoming medication?,check_next_dose
next pill time please,check_next_dose
when do I take meds next?,check_next_dose
what's the next prescription time?,check_next_dose
when is my next dose scheduled?,check_next_dose
set reminders for 8am,set_reminder_preference
remind me 15 minutes early,set_reminder_preference
change reminder time,set_reminder_preference
set reminder 30 mins before,set_reminder_preference
remind me earlier,set_reminder_preference
change my reminder settings,set_reminder_preference
set alert 10 minutes before dose,set_reminder_preference
adjust reminder timing,set_reminder_preference
remind me an hour before,set_reminder_preference
update reminder preference,set_reminder_preference
set my reminder for 8am,set_reminder_preference
remind me earlier than usual,set_reminder_preference
change my reminder to 7am,set_reminder_preference
set notification 20 minutes before,set_reminder_preference
adjust my alert timing,set_reminder_preference
move reminder to evening,set_reminder_preference
update my reminder time,set_reminder_preference
set alerts 30 minutes early,set_reminder_preference
change when I get notified,set_reminder_preference
remind me 10 mins before dose,set_reminder_preference
set my alerts earlier,set_reminder_preference
change my med reminder time,set_reminder_preference
update alert preferences,set_reminder_preference
move my reminder to 9pm,set_reminder_preference
set reminder 1 hour before,set_reminder_preference
adjust how early I'm reminded,set_reminder_preference
change notification lead time,set_reminder_preference
set my reminders differently,set_reminder_preference
update reminder schedule,set_reminder_preference
modify my alert time,set_reminder_preference
set notification for mornings,set_reminder_preference
change reminder settings,set_reminder_preference
set my pill alert earlier,set_reminder_preference
adjust notification timing,set_reminder_preference
change when I get reminder,set_reminder_preference
skip my next dose,skip_dose
skip the next one,skip_dose
I want to skip my next medication,skip_dose
skip next,skip_dose
I'll skip the next dose,skip_dose
skip my upcoming dose,skip_dose
don't take my next dose,skip_dose
cancel my next pill,skip_dose
I'm skipping the next one,skip_dose
skip the next scheduled dose,skip_dose
I won't take my next dose,skip_dose
cancel the next medication,skip_dose
skip the upcoming pill,skip_dose
I'm not taking the next one,skip_dose
skip next dose please,skip_dose
don't remind me for the next dose,skip_dose
I want to skip the next one,skip_dose
cancel next dose,skip_dose
skip the following dose,skip_dose
I'll miss the next one,skip_dose
don't take the next pill,skip_dose
skip my next scheduled medication,skip_dose
I'm skipping my next pill,skip_dose
cancel the next scheduled dose,skip_dose
skip the next medication reminder,skip_dose
I won't be taking the next dose,skip_dose
skip upcoming medication,skip_dose
don't want the next dose,skip_dose
cancel my upcoming pill,skip_dose
skip next scheduled pill,skip_dose
I'll skip my next med,skip_dose
not taking next dose,skip_dose
skip the next tablet,skip_dose
cancel upcoming dose,skip_dose
I'm not doing the next one,skip_dose
skip my following dose,skip_dose
don't take next medication,skip_dose
I want to skip upcoming dose,skip_dose
cancel next scheduled medication,skip_dose
skip my next tablet,skip_dose
remove panadol,delete_medication
remove aspirin from my schedule,delete_medication
I want to remove paracetamol,delete_medication
remove metformin from my list,delete_medication
remove vitamin D,delete_medication
I want to remove aspirin,delete_medication
remove ibuprofen,delete_medication
remove my morning pill,delete_medication
I want to remove medication,delete_medication
remove that medication,delete_medication
remove the pill,delete_medication
remove my evening dose,delete_medication
I want to remove my medication,delete_medication
remove this pill,delete_medication
remove my daily medication,delete_medication
I want to remove the medication,delete_medication
remove paracetamol from schedule,delete_medication
remove aspirin completely,delete_medication
I want to remove this med,delete_medication
remove my prescription,delete_medication
remove panadol from my list,delete_medication
I want to remove my aspirin,delete_medication
remove my paracetamol medication,delete_medication
remove metformin completely,delete_medication
I want to remove vitamin D,delete_medication
remove this medication from tracking,delete_medication
remove my ibuprofen,delete_medication
I want to remove my morning medication,delete_medication
remove the evening pill,delete_medication
remove my daily pill,delete_medication
I want to remove that medication,delete_medication
remove medication from list,delete_medication
remove my med,delete_medication
I want to remove the pill,delete_medication
remove this from schedule,delete_medication
remove aspirin from tracking,delete_medication
I want to remove my prescription,delete_medication
remove the medication completely,delete_medication
remove my pill schedule,delete_medication
I want to remove this medication,delete_medication
change aspirin time to 9am,change_schedule
aspirin at 9am instead,change_schedule
move aspirin to 9am,change_schedule
reschedule aspirin to 9am,change_schedule
switch aspirin time to 9am,change_schedule
update aspirin to 9am,change_schedule
aspirin 9am,change_schedule
change paracetamol to 8pm,change_schedule
paracetamol at 8pm,change_schedule
move my morning pill to 7am,change_schedule
reschedule my evening dose to 10pm,change_schedule
change my 8am dose to 9am,change_schedule
update vitamin D to 6pm,change_schedule
switch my pill time to evening,change_schedule
change metformin to 10am,change_schedule
move panadol to 9pm,change_schedule
reschedule ibuprofen to 2pm,change_schedule
update my morning medication to 8am,change_schedule
switch aspirin to evening,change_schedule
change my evening pill to 9pm,change_schedule
move my afternoon dose to 3pm,change_schedule
reschedule paracetamol to 7am,change_schedule
update my pill to 11am,change_schedule
switch metformin time to 8am,change_schedule
change vitamin D to morning,change_schedule
move my dose to 10am,change_schedule
reschedule my medication to 6pm,change_schedule
update ibuprofen time to 1pm,change_schedule
switch my morning med to 7am,change_schedule
change dose time to 8pm,change_schedule
move aspirin time to 8am,change_schedule
reschedule to 9am,change_schedule
update panadol to 10pm,change_schedule
switch pill to 7pm,change_schedule
change medication time to 6am,change_schedule
move med to evening,change_schedule
reschedule dose to morning,change_schedule
update time to 9pm,change_schedule
switch to 8am instead,change_schedule
change to afternoon,change_schedule
add aspirin 500mg at 8am and 8pm,add_medication
add paracetamol 1000mg twice daily,add_medication
add metformin 500mg at 9am,add_medication
add vitamin D 1000iu once daily,add_medication
add ibuprofen 200mg at 8am 2pm 8pm,add_medication
add medication called aspirin,add_medication
add a medication called paracetamol,add_medication
I want to add a medication called metformin,add_medication
add pill called vitamin D,add_medication
add new medication aspirin 500mg,add_medication
I need to add aspirin 100mg daily,add_medication
add paracetamol at 8am and 8pm,add_medication
add metformin 500mg twice per day,add_medication
I want to add ibuprofen 200mg,add_medication
add medication aspirin at 9am,add_medication
add paracetamol 500mg once daily at 8pm,add_medication
I need to add vitamin D at 7pm,add_medication
add new pill metformin 500mg,add_medication
add aspirin at 8am,add_medication
I want to add paracetamol 2 tablets daily,add_medication
add medication called ibuprofen 200mg at 1pm,add_medication
I need to track aspirin 100mg,add_medication
add metformin once per day,add_medication
add paracetamol at 8am 2pm 8pm,add_medication
I want to add a new medication called aspirin at 9am,add_medication
add panadol 500mg,add_medication
add medication paracetamol 1 tablet,add_medication
I want to add aspirin 100mg at 9am,add_medication
add new medication metformin,add_medication
add vitamin D 2000iu daily,add_medication
I need to add ibuprofen at 1pm,add_medication
add medication called panadol,add_medication
add new pill aspirin,add_medication
I want to add metformin 500mg twice daily,add_medication
add paracetamol 2 tablets,add_medication
add medication vitamin D at 7pm,add_medication
I need to add new medication aspirin,add_medication
add ibuprofen 200mg once daily,add_medication
add medication called vitamin D 1000iu,add_medication
I want to add panadol at 8pm,add_medication
add new medication paracetamol at 8am,add_medication
add aspirin to my medications,add_medication
I need to add metformin at 9am,add_medication
add medication ibuprofen,add_medication
I want to add vitamin D once daily,add_medication
show my schedule for tonight,check_schedule
what medications tonight,check_schedule
do I have meds this evening,check_schedule
show tonight's doses,check_schedule
what pills tonight,check_schedule
medications for tonight,check_schedule
show my schedule for this morning,check_schedule
what meds this morning,check_schedule
do I have pills this morning,check_schedule
morning medication schedule,check_schedule
what do I take this morning,check_schedule
show afternoon schedule,check_schedule
what meds this afternoon,check_schedule
afternoon doses,check_schedule
show evening schedule,check_schedule
what medications this evening,check_schedule
do I have doses tonight,check_schedule
show my morning pills,check_schedule
what's scheduled this morning,check_schedule
medications for this afternoon,check_schedule
show my evening doses,check_schedule
what pills this evening,check_schedule
do I have meds this afternoon,check_schedule
show tonight's medications,check_schedule
what's on my schedule tonight,check_schedule
medications this morning,check_schedule
show my afternoon schedule,check_schedule
what doses this evening,check_schedule
do I have pills tonight,check_schedule
show my morning medication,check_schedule
what's scheduled tonight,check_schedule
medications for the morning,check_schedule
show evening pills,check_schedule
what meds tonight,check_schedule
do I have doses this morning,check_schedule
show my tonight's schedule,check_schedule
what medications this morning,check_schedule
doses for this afternoon,check_schedule
show my evening medication,check_schedule
what pills this afternoon,check_schedule
remind me to take aspirin 30 minutes earlier,set_reminder_preference
remind me to take my 8pm dosage 20 minutes earlier,set_reminder_preference
set reminder for aspirin 30 minutes before,set_reminder_preference
remind me 30 mins before my dose,set_reminder_preference
alert me 20 minutes before aspirin,set_reminder_preference
notify me 30 minutes early,set_reminder_preference
remind me before my dose,set_reminder_preference
set alert 30 minutes before medication,set_reminder_preference
remind me half hour before,set_reminder_preference
notify me earlier for my pills,set_reminder_preference
remind me 20 mins before dose,set_reminder_preference
set reminder to alert me early,set_reminder_preference
remind me 15 minutes before my medication,set_reminder_preference
notify me before dose time,set_reminder_preference
remind me earlier for my pills,set_reminder_preference
alert me 30 minutes before,set_reminder_preference
remind me to take paracetamol early,set_reminder_preference
set reminder 20 minutes before dose,set_reminder_preference
notify me 15 mins early,set_reminder_preference
remind me before medication time,set_reminder_preference
alert me earlier for aspirin,set_reminder_preference
set reminder 30 mins early,set_reminder_preference
remind me to take my dose earlier,set_reminder_preference
notify me before my pill,set_reminder_preference
remind me 10 minutes before,set_reminder_preference
alert me half hour before dose,set_reminder_preference
set reminder earlier for medication,set_reminder_preference
remind me before taking pills,set_reminder_preference
notify me 30 mins before,set_reminder_preference
remind me earlier than scheduled,set_reminder_preference
alert me before my medication,set_reminder_preference
set early reminder for dose,set_reminder_preference
remind me 20 minutes early,set_reminder_preference
notify me before pill time,set_reminder_preference
remind me ahead of time,set_reminder_preference
alert me early for my dose,set_reminder_preference
set reminder before medication time,set_reminder_preference
remind me 25 minutes before,set_reminder_preference
notify me earlier than usual,set_reminder_preference
I took my paracetamol dose,confirm_dose
just took aspirin,confirm_dose
I've taken metformin,confirm_dose
done with vitamin D,confirm_dose
I had my ibuprofen,confirm_dose
just had panadol,confirm_dose
I already took my aspirin,confirm_dose
finished paracetamol,confirm_dose
I have taken metformin,confirm_dose
vitamin D taken,confirm_dose
I swallowed my ibuprofen,confirm_dose
took panadol this morning,confirm_dose
took aspirin this evening,confirm_dose
I've had my paracetamol,confirm_dose
yep took metformin,confirm_dose
yes I took vitamin D,confirm_dose
ibuprofen taken,confirm_dose
I just took panadol,confirm_dose
took aspirin just now,confirm_dose
I already had paracetamol,confirm_dose
all done with metformin,confirm_dose
finished vitamin D,confirm_dose
I've completed ibuprofen,confirm_dose
I took panadol tablet,confirm_dose
I've taken aspirin already,confirm_dose
I just finished paracetamol,confirm_dose
had metformin,confirm_dose
took vitamin D a minute ago,confirm_dose
